treatment_type,kd_target,target_organelle,target_role,control_type,measured_var,replicate,ctrl_value,trt_value,trt_ctrl_ratio,kd_efficiency,notes,,
siRAB27a s11695,RAB27a,Vesicle,vesicle_tethering,siNT,kd_target,2,27671.141,4531.104,0.163748361514981,0.836251638485019,,,
siRAB27a s11695,RAB27a,Vesicle,vesicle_tethering,siNT,sFlt1_CM,3,13499.421,112.899,0.00836324757928507,NA,,,
siRAB27a s11695,RAB27a,Vesicle,vesicle_tethering,siNT,sFlt1_lysate,3,21690.312,10798.208,0.49783553136534,NA,,,
siRAB27a s11695,RAB27a,Vesicle,vesicle_tethering,siNT,kd_target,3,35327.333,6207.731,0.175720340960921,0.824279659039079,,,
siRAB27a s11695,RAB27a,Vesicle,vesicle_tethering,siNT,sFlt1_CM,4,7846.744,238.92,0.0304482980456607,NA,,,
siRAB27a s11695,RAB27a,Vesicle,vesicle_tethering,siNT,sFlt1_lysate,4,70242.378,49802.487,0.709009125516793,NA,,,
siRAB27a s11695,RAB27a,Vesicle,vesicle_tethering,siNT,kd_target,4,40017.111,2035.991,0.0508780106589904,0.94912198934101,,,
siMYO5a s9205,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_CM,1,41790.002,43787.144,1.0477899474616,NA,,,
siMYO5a s9205,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_lysate,1,20247.475,6184.773,0.30545897698355,NA,,,
siMYO5a s9205,MYO5a,Vesicle,vesicle_transport,siNT,kd_target,1,15407.986,300.192,0.0194828837461301,0.98051711625387,,,
siMYO5a s9205,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_CM,2,10282.309,72715.032,7.07185827619069,NA,,,
siMYO5a s9205,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_lysate,2,NA,NA,NA,NA,,,
siMYO5a s9205,MYO5a,Vesicle,vesicle_transport,siNT,kd_target,2,22215.513,320.849,0.0144425654271409,0.985557434572859,,,
siMYO5a s9206,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_CM,1,38803.567,324.849,0.00837162727849221,NA,,,
siMYO5a s9206,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_lysate,1,31603.132,24756.475,0.783355111765505,NA,,,
siMYO5a s9206,MYO5a,Vesicle,vesicle_transport,siNT,kd_target,1,11103.945,98.364,0.00885847327233699,0.991141526727663,,,
siMYO5a s9207,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_CM,1,22526.463,38900.555,1.72688251147106,NA,,,
siMYO5a s9207,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_lysate,1,18282.685,12553.815,0.686650511125691,NA,,,
siMYO5a s9207,MYO5a,Vesicle,vesicle_transport,siNT,kd_target,1,20333.927,438.991,0.0215890909808027,0.978410909019197,,,
siMYO5a pool,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_CM,1,10569.744,40774.454,3.85765766890854,NA,,,
siMYO5a pool,MYO5a,Vesicle,vesicle_transport,siNT,sFlt1_lysate,1,16047.957,2933.175,0.182775601903719,NA,,,
